Jenis Disabilitas,Kebutuhan Aksesibilitas,No Job Title,Job Title,No Kualifikasi,Level,Deskripsi Kualifikasi
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,5,Mid level,"Pengalaman 2+ tahun, kemampuan performance testing dasar, familiar dengan Agile cycle yang terstruktur dan dapat diprediksi."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,6,Senior level,"3+ tahun, pengalaman lead QA, kemampuan menyusun test strategy, review hasil pengujian via laporan tertulis detail."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,7,Senior level,"S1/S2 Informatika, 4+ tahun, kemampuan automation testing (Cypress/Selenium), pengalaman QA di produk skala besar."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,8,Lead / Manajerial,"5+ tahun, pengalaman head of QA, mampu menyusun framework pengujian, memimpin tim dengan SOP tertulis jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,9,Lead / Manajerial,"S2 Computer Science, 6+ tahun, rekam jejak zero critical bug go-live, kemampuan membangun budaya QA terstruktur."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,36,QA Tester,10,Lead / Manajerial,"8+ tahun, pengalaman direktur kualitas perangkat lunak, strategi quality assurance skala enterprise, inklusif."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,1,Entry level,"Lulusan SMA/SMK, kemampuan mengetik akurat 40+ WPM, teliti, menyukai pekerjaan berulang yang terstruktur jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,2,Entry level,"Lulusan D3 semua jurusan, familiar database sederhana, kemampuan mengikuti SOP tertulis secara konsisten, fokus tinggi."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,3,Mid level,"S1 semua jurusan, 1-2 tahun pengalaman, akurasi 98%+, kemampuan validasi data sederhana, alur kerja predictable."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,4,Mid level,"2 tahun pengalaman, familiar dengan format data beragam, kemampuan batch processing dengan panduan tertulis jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,5,Mid level,"Pengalaman 2+ tahun, kemampuan otomasi input sederhana, familiar Excel/Google Sheets lanjutan, hasil konsisten."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,6,Senior level,"3+ tahun, kemampuan supervisi data pipeline kecil, memastikan konsistensi format, komunikasi via laporan tertulis."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,7,Senior level,"S1 Informatika/Statistik, 4+ tahun, kemampuan desain template input terstruktur, pelatihan tim via panduan tertulis."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,8,Lead / Manajerial,"5+ tahun, pengalaman data manager, menyusun SOP tertulis data entry, audit kualitas data berkala."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,9,Lead / Manajerial,"S2 Manajemen Informasi, 6+ tahun, pengalaman implementasi sistem data terstruktur, kepemimpinan tim dengan SOP jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,37,Data Entry Specialist,10,Lead / Manajerial,"8+ tahun, pengalaman direktur data operations, strategi data governance terstruktur, lingkungan kerja predictable."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,1,Entry level,"Lulusan SMA/D3 semua jurusan, familiar sistem katalog, suka keteraturan, kemampuan bekerja dalam lingkungan tenang."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,2,Entry level,"Lulusan S1 Perpustakaan atau semua jurusan, kemampuan mengikuti prosedur pengarsipan tertulis, teliti dan teratur."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,3,Mid level,"S1 Perpustakaan/Informasi, 1-2 tahun pengalaman, mahir sistem Dewey Decimal, konsisten dalam pengklasifikasian."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,4,Mid level,"2 tahun pengalaman, kemampuan digitalisasi koleksi, familiar software perpustakaan, bekerja mandiri dengan SOP jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,5,Mid level,"Pengalaman 2+ tahun, kemampuan referencing service tertulis, menjaga ketenangan area perpustakaan, teliti."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,6,Senior level,"3+ tahun, pengalaman mengelola koleksi spesifik, kemampuan menyusun panduan layanan tertulis, mandiri."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,7,Senior level,"S1/S2 Ilmu Perpustakaan, 4+ tahun, pengalaman manajemen arsip digital, kemampuan pelatihan sistem via dokumen."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,8,Lead / Manajerial,"5+ tahun, pengalaman kepala perpustakaan departemen, menyusun kebijakan koleksi tertulis, manajemen inventaris."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,9,Lead / Manajerial,"S2 Perpustakaan/Informasi, 6+ tahun, rekam jejak modernisasi perpustakaan, kepemimpinan dengan SOP jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,38,Library Assistant,10,Lead / Manajerial,"8+ tahun, pengalaman direktur perpustakaan, strategi pengembangan koleksi terstruktur, lingkungan kerja konsisten."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,1,Entry level,"Lulusan S1 Informatika, kemampuan coding terstruktur (Python/Java), dokumentasi kode rapi, familiar environment tetap."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,2,Entry level,"Bootcamp graduate, portofolio 2-3 project dengan dokumentasi baik, suka problem solving sistematis, async collaboration."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,3,Mid level,"S1 Informatika, 1-2 tahun pengalaman, kemampuan mengikuti arsitektur yang sudah didefinisikan, code review via PR."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,4,Mid level,"2 tahun pengalaman, kemampuan membangun fitur dari spesifikasi tertulis detail, familiar dengan sprint cycle yang jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,5,Mid level,"Pengalaman 2+ tahun, kemampuan testing unit dan integrasi, familiar dengan standar kode yang konsisten, dokumentasi."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,6,Senior level,"3+ tahun, kemampuan arsitektur komponen, menyusun dokumentasi teknis mendalam, code review via komentar tertulis."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,7,Senior level,"S1/S2 Informatika, 4+ tahun, kemampuan backend kompleks, pengalaman sistem yang mapan dan terstruktur."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,8,Lead / Manajerial,"5+ tahun, pengalaman tech lead, menyusun standar kode tertulis, memimpin sprint via tools dengan SOP jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,9,Lead / Manajerial,"S2 Computer Science, 6+ tahun, rekam jejak sistem skalabel, kemampuan membangun tim engineering dengan kultur jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,39,Programmer,10,Lead / Manajerial,"8+ tahun, pengalaman engineering director, strategi teknis terstruktur, lingkungan kerja predictable dan inklusif."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,1,Entry level,"Lulusan S1 Sejarah/Perpustakaan, kemampuan pengarsipan sistematis, suka keteraturan dan konsistensi prosedur."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,2,Entry level,"Lulusan D3/S1 semua jurusan, kemampuan mengikuti panduan pengarsipan tertulis, teliti, familiar metadata dasar."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,3,Mid level,"S1 Perpustakaan/Sejarah, 1-2 tahun pengalaman, kemampuan pengarsipan digital, familiar EAD atau Dublin Core."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,4,Mid level,"2 tahun pengalaman, kemampuan preservation dokumen fisik dan digital, bekerja dengan standar dan prosedur jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,5,Mid level,"Pengalaman 2+ tahun, kemampuan digitalisasi arsip skala besar, familiar dengan software pengarsipan terstandarisasi."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,6,Senior level,"3+ tahun, pengalaman mengelola koleksi arsip besar, menyusun panduan pengarsipan tertulis, kerja mandiri."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,7,Senior level,"S1/S2 Ilmu Perpustakaan, 4+ tahun, kemampuan appraisal arsip, familiar standar internasional (ICA), terstruktur."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,8,Lead / Manajerial,"5+ tahun, pengalaman kepala arsip lembaga, strategi preservasi digital, menyusun kebijakan retensi tertulis."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,9,Lead / Manajerial,"S2 Ilmu Perpustakaan/Sejarah, 6+ tahun, rekam jejak modernisasi sistem arsip, kepemimpinan dengan prosedur jelas."
Autisme,Tampilan konsisten / Navigasi stabil / Instruksi jelas / Hindari animasi berlebihan,40,Archivist,10,Lead / Manajerial,"8+ tahun, pengalaman direktur arsip nasional/regional, strategi warisan digital terstruktur dan berkelanjutan."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,1,Entry level,"Lulusan S1 Psikologi/Seni Rupa, empati tinggi, kemampuan mengikuti arahan terapis utama, adaptif dan sabar."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,2,Entry level,"Lulusan D3/S1, pengalaman volunteering dengan populasi rentan, kemampuan memfasilitasi aktivitas kreatif sederhana."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,3,Mid level,"S1 Psikologi/Konseling, 1-2 tahun pengalaman, familiar teknik art therapy dasar, komunikasi adaptif per individu."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,4,Mid level,"2 tahun pengalaman, kemampuan mendokumentasikan progres klien secara ringkas, bekerja dengan pace klien."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,5,Mid level,"Pengalaman 2+ tahun, kemampuan fasilitasi kelompok kecil art therapy, familiar dengan kebutuhan neurorehabilitasi."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,6,Senior level,"3+ tahun, kemampuan merancang sesi terapi seni mandiri, komunikasi laporan progres ke terapis utama secara tertulis."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,7,Senior level,"S1/S2 Psikologi + sertifikasi art therapy, 4+ tahun, pengalaman pasien ABI, kemampuan program terapeutik adaptif."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,8,Lead / Manajerial,"5+ tahun, pengalaman lead art therapist assistant, menyusun panduan sesi terapi, koordinasi tim via catatan tertulis."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,9,Lead / Manajerial,"S2 Psikologi/Art Therapy, 6+ tahun, pengalaman mengembangkan program neurorehabilitasi berbasis seni, rekam jejak."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,41,Art Therapist Assistant,10,Lead / Manajerial,"8+ tahun, pengalaman direktur program terapi, strategi program rehabilitasi holistik, kolaborasi multidisiplin."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,1,Entry level,"Lulusan SMA/SMK, kemampuan administrasi dasar dengan tugas yang jelas dan berulang, familiar pengolah kata/spreadsheet."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,2,Entry level,"Lulusan D3 semua jurusan, kemampuan mengikuti prosedur administrasi tertulis, teliti, bekerja dengan pace sendiri."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,3,Mid level,"S1 semua jurusan, 1-2 tahun pengalaman, kemampuan administrasi bertahap, familiar perangkat lunak kantor, adaptif."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,4,Mid level,"2 tahun pengalaman, kemampuan korespondensi tertulis profesional, pengelolaan arsip digital dengan panduan jelas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,5,Mid level,"Pengalaman 2+ tahun, kemampuan multi-tasking terbatas dengan prioritas yang jelas, koordinasi via email/dokumen."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,6,Senior level,"3+ tahun, kemampuan administrasi kompleks dengan daftar tugas tertulis, supervisi light untuk tim kecil."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,7,Senior level,"S1 Administrasi/Manajemen, 4+ tahun, pengalaman office management, menyusun SOP administrasi sederhana."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,8,Lead / Manajerial,"5+ tahun, pengalaman senior admin, kemampuan melatih staf baru, mengelola alur kerja dengan panduan tertulis jelas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,9,Lead / Manajerial,"S2 Administrasi, 6+ tahun, pengalaman kepala administrasi, mampu menyusun sistem kerja bertahap yang inklusif."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,42,Administrative Clerk,10,Lead / Manajerial,"8+ tahun, pengalaman direktur administrasi, strategi sistem kerja supportif, lingkungan kerja yang akomodatif."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,1,Entry level,"Kemampuan kerajinan tangan dasar (anyaman, lukis, jahit) sesuai keahlian sisa, dengan pendampingan dan instruksi bertahap."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,2,Entry level,"Memiliki keterampilan craft spesifik yang dapat dikembangkan, kemampuan mengikuti panduan bergambar langkah per langkah."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,3,Mid level,"6+ bulan pengalaman, kemampuan menghasilkan produk craft yang dapat dijual, bekerja dengan instruksi terstruktur."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,4,Mid level,"1 tahun pengalaman, kemampuan craft spesifik (misal: batik tulis tangan kiri, keramik) dengan adaptasi alat sesuai kebutuhan."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,5,Mid level,"1-2 tahun pengalaman, kemampuan mengikuti desain dari referensi visual, kualitas produk konsisten dengan bantuan ringan."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,6,Senior level,"2+ tahun pengalaman, kemampuan menghasilkan produk secara semi-mandiri, berkomunikasi kebutuhan alat via gambar."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,7,Senior level,"3 tahun pengalaman, kemampuan craft khas yang menjadi keunggulan, rekam jejak produk terjual, adaptasi mandiri."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,8,Lead / Manajerial,"4+ tahun pengalaman, kemampuan menunjukkan teknik ke sesama pekerja, menjadi inspirasi tim, bangga dengan karya."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,9,Lead / Manajerial,"5+ tahun, kemampuan menghasilkan karya premium yang diminati pasar, menjadi wajah produk inklusif perusahaan."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,43,Craft/Artisan Worker,10,Lead / Manajerial,"Pengalaman panjang dengan keahlian khas yang terus berkembang, peran model bagi pekerja dengan kondisi serupa."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,1,Entry level,"Lulusan SMA/D3, kemampuan komunikasi tertulis yang jelas, ramah, dengan script dan panduan kerja tertulis yang jelas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,2,Entry level,"Lulusan S1, kemampuan mengikuti SOP support tertulis bertahap, sabar, familiar dengan template respons yang terstruktur."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,3,Mid level,"S1 semua jurusan, 1-2 tahun pengalaman, kemampuan menangani tiket dengan panduan jelas, komunikasi via teks."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,4,Mid level,"2 tahun pengalaman, kemampuan menyelesaikan tiket standar secara mandiri, eskalasi via prosedur tertulis."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,5,Mid level,"Pengalaman 2+ tahun, kemampuan manajemen antrian dengan sistem terstruktur, familiar CRM dengan alur kerja jelas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,6,Senior level,"3+ tahun, kemampuan menangani kasus kompleks dengan panduan eskalasi, koordinasi tim via notes tertulis ringkas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,7,Senior level,"S1 semua jurusan, 4+ tahun, kemampuan menyusun template support, melatih junior via dokumen langkah per langkah."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,8,Lead / Manajerial,"5+ tahun, pengalaman team lead, menyusun SOP bertahap yang inklusif, manajemen KPI sederhana via dashboard."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,9,Lead / Manajerial,"S2 Manajemen, 6+ tahun, pengalaman kepala support, strategi layanan dengan lingkungan kerja yang akomodatif."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,44,Customer Support Agent,10,Lead / Manajerial,"8+ tahun, pengalaman direktur customer experience, membangun tim support inklusif, strategi rehabilitasi vokasional."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,1,Entry level,"Lulusan S1 Psikologi/Pertanian, empati tinggi, suka berkebun, kemampuan memfasilitasi aktivitas hortikultura sederhana."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,2,Entry level,"Lulusan D3/S1, pengalaman volunteering dengan penderita cedera/penyakit, kemampuan instruksi bertahap dan jelas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,3,Mid level,"S1 Psikologi/Pertanian, 1-2 tahun pengalaman, kemampuan merancang sesi berkebun terapeutik dengan panduan jelas."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,4,Mid level,"2 tahun pengalaman, familiar dengan kebutuhan khusus pasien neurologi, dokumentasi progres via format sederhana."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,5,Mid level,"Pengalaman 2+ tahun, kemampuan adaptasi alat berkebun untuk klien dengan keterbatasan motorik, kreatif."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,6,Senior level,"3+ tahun, kemampuan mengembangkan program terapi hortikultura mandiri, laporan progres tertulis ke tim medis."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,7,Senior level,"S1/S2 Psikologi + sertifikasi horticultural therapy, 4+ tahun, pengalaman pasien ABI, program terapeutik terstruktur."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,8,Lead / Manajerial,"5+ tahun, pengalaman lead therapist assistant, menyusun kurikulum sesi, koordinasi lintas tim medis."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,9,Lead / Manajerial,"S2 Horticultural Therapy/Psikologi, 6+ tahun, pengalaman pengembangan program rehabilitasi berbasis alam, publikasi."
Acquired Brain Injury,Navigasi sederhana / Pengingat / Tampilan tidak membingungkan / Bantuan visual & audio,45,Horticultural Therapist Assistant,10,Lead / Manajerial,"8+ tahun, pengalaman direktur program terapi alam, strategi integrasi terapi hortikultura dalam sistem rehabilitasi."
